,Date,Shift,Furnace_ID,Furnace_Type,Batch_Type,Production_Output (tons),Energy_Consumption (kWh),Furnace_Temperature (°C),Annealing_Time (hrs),Downtime (hrs),Ambient_Temperature (°C),Recycled_Content (%),Energy_Rating,Maintenance_Flag,Fuel_Type,Glass_Thickness (mm),Production_Target (tons),Defects_Percentage (%),Melting_Time (hrs),Cooling_Energy (kWh)
856,05-02-2023 16.00,Morning,Furnace_1,Electric,Soda-lime,164.11,4750.85,1521.8,0.56,4.03,29.3,34.0,B,Yes,Natural Gas,14.71,163.27,3.11,11.0,887.97
857,05-02-2023 17.00,Night,Furnace_1,Gas,Borosilicate,156.73,2913.91,1696.0,3.36,4.38,19.4,47.0,C,No,Electricity,9.78,1310.7,4.84,13.2,711.84
858,05-02-2023 18.00,Night,Furnace_4,Electric,Soda-lime,46.01,1129.98,1678.9,3.34,2.28,38.4,33.0,C,No,Electricity,13.97,134.81,4.43,16.35,469.15
859,05-02-2023 19.00,Morning,Furnace_9,Electric,Lead,113.10499999999999,754.21,1604.3,1.7,4.84,36.8,8.0,A,No,Electricity,7.1,47.68,1.17,21.5,222.47
860,05-02-2023 20.00,Afternoon,Furnace_4,Hybrid,Borosilicate,76.14,3262.41,1552.6,3.99,1.8,16.4,8.0,A,Yes,Electricity,7.78,95.95,4.84,15.5,458.28
861,05-02-2023 21.00,Night,Furnace_6,Electric,Soda-lime,155.07,2913.91,1541.3,3.57,2.12,17.1,3.0,C,Yes,Electricity,12.67,88.71,0.39,20.3,754.72
862,05-02-2023 22.00,Afternoon,Furnace_5,Gas,Lead,161.24,3947.72,1530.7,0.72,2.57,39.5,3.0,B,Yes,Electricity,8.2,102.64,9.71,18.4,955.92
863,05-02-2023 23.00,Night,Furnace_3,Gas,Borosilicate,166.79,603.8,1613.7,1.32,2.4,36.7,400.0,A,No,Natural Gas,12.65,179.65,6.93,23.0,132.89
864,06-02-2023 0.00,Morning,Furnace_6,Electric,Borosilicate,86.46,2346.58,1552.6,1.08,2.71,18.8,76.0,B,No,Natural Gas,14.94,66.65,6.3,13.4,763.22
865,06-02-2023 1.00,Morning,Furnace_7,Gas,Lead,50.41,1757.35,1577.9,3.41,3.9,19.1,39.0,B,No,Electricity,8.49,89.5,7.03,14.2,265.49
866,06-02-2023 2.00,Morning,Furnace_10,Electric,Soda-lime,51.66,2573.34,1580.8,3.06,4.52,21.7,36.0,B,Yes,Natural Gas,8.69,132.45,4.34,10.7,242.32
867,06-02-2023 3.00,Afternoon,Furnace_3,Gas,Borosilicate,198.18,1995.5,1483.3,3.31,0.45,25.0,53.0,A,Yes,Natural Gas,3.67,57.56,2.34,13.6,685.83
868,06-02-2023 4.00,Night,Furnace_3,Electric,Soda-lime,76.41,4164.03,1519.2,1.66,4.26,23.4,52.0,B,Yes,Natural Gas,13.58,191.57,7.47,12.3,385.29
869,06-02-2023 5.00,Morning,Furnace_8,Hybrid,Soda-lime,196.96,3584.9,1579.9,1.5,3.11,25.0,12.0,A,Yes,Electricity,8.69,89.66,6.55,23.6,564.095
870,06-02-2023 6.00,Night,Furnace_5,Hybrid,Soda-lime,163.75,2913.91,1653.6,2.33,0.0,22.9,47.0,C,No,Electricity,4.15,153.53,8.93,15.5,675.2
871,06-02-2023 7.00,Afternoon,Furnace_8,Gas,Lead,23.73,2698.54,1550.9,2.56,2.98,26.1,22.0,C,Yes,Electricity,2.06,116.245,6.92,8.0,331.06
872,06-02-2023 8.00,Morning,Furnace_4,Gas,Lead,92.6,11975.1,1614.0,2.99,1.67,35.2,16.0,B,Yes,Electricity,13.45,64.62,9.3,18.3,377.07
873,06-02-2023 9.00,Morning,Furnace_8,Electric,Borosilicate,99.23,1555.4,1584.6,2.9,0.1,32.3,71.0,A,No,Natural Gas,10.02,112.95,8.76,17.2,274.34
874,06-02-2023 10.00,Morning,Furnace_7,Hybrid,Soda-lime,117.18,3223.01,1423.3,1.24,2.72,369.0,11.0,B,No,Electricity,8.22,35.33,1.57,8.8,473.26
875,06-02-2023 11.00,Morning,Furnace_9,Hybrid,Borosilicate,179.56,3733.83,1697.9,1.46,0.48,37.3,58.0,A,No,Electricity,6.44,141.91,2.95,9.5,564.095
876,06-02-2023 12.00,Afternoon,Furnace_4,Electric,Soda-lime,178.72,982.58,1436.5,2.73,1.35,25.1,10.0,C,Yes,Natural Gas,4.38,53.83,4.84,20.2,830.48
877,06-02-2023 13.00,Morning,Furnace_3,Hybrid,Lead,21.55,1952.5,1603.0,0.86,3.5,30.3,67.0,A,No,Natural Gas,12.16,136.82,3.63,21.1,106.6
878,06-02-2023 14.00,Night,Furnace_4,Gas,Borosilicate,178.9,2681.71,1467.7,2.49,2.02,38.2,53.0,B,Yes,Natural Gas,6.51,182.22,6.39,20.5,876.59
879,06-02-2023 15.00,Afternoon,Furnace_3,Gas,Borosilicate,181.76,3853.71,1472.0,1.06,2.42,26.6,27.0,A,Yes,Natural Gas,10.38,139.4,2.27,19.7,634.62
880,06-02-2023 16.00,Morning,Furnace_3,Electric,Borosilicate,103.71,963.51,1526.0,2.99,3.22,18.4,36.0,C,Yes,Electricity,6.49,164.67,4.84,16.35,295.65
881,06-02-2023 17.00,Afternoon,Furnace_3,Hybrid,Soda-lime,166.84,2854.03,1475.8,0.79,0.94,28.7,47.0,B,Yes,Natural Gas,13.24,33.26,6.01,15.0,770.36
882,06-02-2023 18.00,Night,Furnace_1,Electric,Borosilicate,28.76,4684.82,1444.1,2.21,4.6,35.2,35.0,C,Yes,Electricity,7.55,151.18,4.12,23.8,986.49
883,06-02-2023 19.00,Night,Furnace_7,Hybrid,Lead,113.10499999999999,1693.11,1433.9,2.53,3.34,39.2,10.0,B,Yes,Natural Gas,7.88,59.36,1.49,13.2,208.08
884,06-02-2023 20.00,Night,Furnace_10,Hybrid,Borosilicate,131.48,2462.86,1631.0,2.18,0.31,262.0,1.0,B,Yes,Electricity,14.0,62.6,2.21,22.4,482.13
885,06-02-2023 21.00,Afternoon,Furnace_2,Electric,Soda-lime,40.47,1291.0,1606.4,2.85,4.47,25.2,68.0,C,Yes,Natural Gas,13.66,165.47,2.17,18.5,818.58
886,06-02-2023 22.00,Afternoon,Furnace_4,Electric,Borosilicate,118.15,1836.67,1561.1,3.91,4.79,18.1,22.0,C,Yes,Natural Gas,14.27,94.96,9.35,9.2,623.22
887,06-02-2023 23.00,Afternoon,Furnace_3,Electric,Lead,122.46,1834.26,1682.7,2.77,0.51,28.7,21.0,B,No,Natural Gas,2.09,114.71,6.38,15.5,636.88
888,07-02-2023 0.00,Night,Furnace_5,Hybrid,Soda-lime,142.96,2529.43,1532.0,1.14,3.12,29.1,78.0,C,Yes,Electricity,8.23,101.69,6.33,19.9,440.9
889,07-02-2023 1.00,Afternoon,Furnace_9,Electric,Soda-lime,25.99,1037.46,1620.7,3.75,4.9,31.1,74.0,A,Yes,Natural Gas,8.99,188.79,5.88,8.6,554.67
890,07-02-2023 2.00,Afternoon,Furnace_3,Hybrid,Lead,36.19,4148.72,1580.0,1.37,3.47,27.5,11.0,C,Yes,Electricity,8.69,113.34,9.43,23.6,772.79
891,07-02-2023 3.00,Night,Furnace_8,Electric,Borosilicate,133.91,3705.78,1505.2,1.96,2.03,28.3,6.0,C,Yes,Natural Gas,2.39,116.245,3.25,17.0,858.76
892,07-02-2023 4.00,Night,Furnace_4,Hybrid,Soda-lime,137.56,3587.11,1606.1,3.1,0.38,17.3,43.0,C,No,Electricity,10.15,176.83,7.31,19.9,118.97
893,07-02-2023 5.00,Night,Furnace_6,Hybrid,Borosilicate,192.71,854.15,1565.7,3.19,1.3,17.2,72.0,B,Yes,Natural Gas,8.69,138.52,1.59,14.3,935.27
894,07-02-2023 6.00,Night,Furnace_3,Gas,Borosilicate,115.29,2012.27,1547.4,0.64,2.83,31.9,29.0,C,No,Natural Gas,14.59,75.66,4.87,12.9,169.69
895,07-02-2023 7.00,Morning,Furnace_6,Hybrid,Soda-lime,128.93,4416.83,1406.2,2.23,0.88,19.1,53.0,A,No,Electricity,5.37,60.62,5.49,17.6,726.37
896,07-02-2023 8.00,Night,Furnace_4,Gas,Lead,124.56,865.04,1690.8,1.78,1.79,37.4,62.0,B,Yes,Electricity,6.01,178.41,5.44,19.5,194.95
897,07-02-2023 9.00,Afternoon,Furnace_10,Gas,Lead,140.61,809.86,1552.6,0.83,0.18,34.5,26.0,C,No,Natural Gas,8.69,82.4,8.29,8.1,511.32
898,07-02-2023 10.00,Night,Furnace_7,Electric,Soda-lime,118.01,837.12,1582.6,3.61,3.56,35.4,35.0,C,No,Electricity,5.42,153.81,7.21,15.3,876.29
899,07-02-2023 11.00,Morning,Furnace_9,Gas,Lead,113.10499999999999,3845.75,1505.8,1.45,2.24,30.9,80.0,C,No,Natural Gas,4.32,124.23,0.51,12.4,506.7
900,07-02-2023 12.00,Afternoon,Furnace_4,Electric,Borosilicate,119.59,1425.98,1406.4,2.33,2.63,25.1,23.0,B,Yes,Natural Gas,7.48,30.01,1.15,16.8,206.47
901,07-02-2023 13.00,Afternoon,Furnace_7,Hybrid,Soda-lime,113.10499999999999,1775.65,1570.3,1.19,4.39,22.1,3.0,C,No,Natural Gas,2.79,129.3,3.14,21.7,564.095
902,07-02-2023 14.00,Morning,Furnace_4,Electric,Soda-lime,113.10499999999999,4222.66,1520.4,31.5,3.8,27.5,11.0,A,No,Natural Gas,7.25,184.03,2.73,16.35,546.84
903,07-02-2023 15.00,Night,Furnace_1,Gas,Soda-lime,129.0,1210.71,1698.0,0.97,1.74,29.5,60.0,C,Yes,Natural Gas,8.51,199.49,6.56,21.9,319.08
904,07-02-2023 16.00,Morning,Furnace_6,Gas,Lead,147.3,3754.99,1625.6,2.0,2.615,27.5,68.0,B,No,Electricity,3.89,181.68,6.71,9.0,488.62
905,07-02-2023 17.00,Morning,Furnace_5,Hybrid,Lead,191.37,4559.45,1674.5,3.12,4.64,17.1,29.0,C,Yes,Electricity,4.89,45.04,1.05,19.0,685.14
906,07-02-2023 18.00,Afternoon,Furnace_2,Gas,Soda-lime,31.14,3826.59,1409.5,2.68,2.615,38.8,23.0,C,Yes,Electricity,10.63,95.98,3.53,8.6,635.99
907,07-02-2023 19.00,Morning,Furnace_10,Hybrid,Borosilicate,73.74,2228.19,1560.4,2.72,4.76,16.1,15.0,B,Yes,Natural Gas,9.45,113.64,9.97,9.1,7520.4
908,07-02-2023 20.00,Afternoon,Furnace_6,Gas,Lead,109.98,2801.24,1424.4,2.25,2.97,22.1,75.0,C,No,Natural Gas,8.61,41.98,9.22,13.8,617.0
909,07-02-2023 21.00,Morning,Furnace_3,Electric,Borosilicate,116.91,3083.86,1687.0,2.59,3.14,35.0,30.0,B,No,Natural Gas,6.23,133.28,2.86,13.8,564.095
910,07-02-2023 22.00,Night,Furnace_4,Gas,Soda-lime,135.16,681.43,1611.9,10.7,3.12,36.1,42.0,C,No,Natural Gas,2.18,116.245,5.76,21.2,564.095
911,07-02-2023 23.00,Afternoon,Furnace_1,Electric,Borosilicate,144.42,4684.9,1680.0,1.82,4.36,33.3,53.0,B,Yes,Electricity,3.5,192.98,4.84,22.0,548.39
912,08-02-2023 0.00,Afternoon,Furnace_1,Gas,Borosilicate,151.98,3435.57,1462.7,1.48,0.56,17.0,10.0,B,Yes,Natural Gas,4.41,31.07,3.89,16.7,725.66
913,08-02-2023 1.00,Morning,Furnace_1,Hybrid,Soda-lime,43.63,1583.64,1558.3,1.64,3.73,21.2,20.0,B,No,Electricity,11.34,161.61,2.02,23.8,628.67
914,08-02-2023 2.00,Night,Furnace_6,Gas,Borosilicate,136.1,2365.66,1464.7,2.94,13.2,39.1,20.0,C,No,Electricity,8.69,197.05,6.25,9.7,625.46
915,08-02-2023 3.00,Morning,Furnace_9,Gas,Lead,117.25,4866.04,1555.6,0.71,2.36,35.6,70.0,C,Yes,Natural Gas,2.76,72.12,6.79,8.2,174.84
916,08-02-2023 4.00,Afternoon,Furnace_8,Electric,Soda-lime,154.16,2740.55,16424.0,3.51,2.85,27.5,0.0,B,Yes,Electricity,8.46,58.16,9.13,16.5,564.095
917,08-02-2023 5.00,Afternoon,Furnace_6,Hybrid,Soda-lime,184.32,3598.3,14771.0,1.13,1.46,15.5,64.0,A,Yes,Electricity,12.93,98.62,1.59,22.3,245.62
918,08-02-2023 6.00,Morning,Furnace_8,Gas,Lead,112.72,3670.82,1420.6,2.33,0.14,34.0,8.0,B,Yes,Electricity,6.4,131.39,1.25,22.2,564.095
919,08-02-2023 7.00,Night,Furnace_4,Hybrid,Borosilicate,182.66,3359.58,1477.4,1.84,4.59,39.1,25.0,B,No,Electricity,2.88,98.55,5.28,13.6,309.29
920,08-02-2023 8.00,Afternoon,Furnace_7,Hybrid,Lead,86.87,3002.59,1525.2,1.28,1.97,19.4,30.0,A,No,Electricity,13.81,165.82,5.49,16.35,659.11
921,08-02-2023 9.00,Morning,Furnace_5,Hybrid,Lead,171.68,2913.91,1631.2,3.67,2.52,33.6,73.0,B,Yes,Electricity,11.63,63.52,9.15,14.6,884.86
922,08-02-2023 10.00,Morning,Furnace_9,Hybrid,Lead,44.97,4402.43,1524.4,0.64,2.615,17.5,28.0,A,Yes,Electricity,8.69,133.09,5.05,16.35,481.14
923,08-02-2023 11.00,Afternoon,Furnace_3,Electric,Lead,96.88,1899.39,1631.9,1.14,3.88,24.9,54.0,B,No,Natural Gas,13.33,126.33,1.94,10.7,990.44
924,08-02-2023 12.00,Afternoon,Furnace_4,Gas,Soda-lime,113.10499999999999,2913.91,1568.0,3.25,2.62,38.4,75.0,A,Yes,Natural Gas,7.43,179.47,3.62,8.1,450.32
925,08-02-2023 13.00,Afternoon,Furnace_1,Hybrid,Lead,41.38,4535.37,1651.9,0.98,0.38,18.7,28.0,C,Yes,Electricity,5.87,92.87,6.4,19.0,356.54
926,08-02-2023 14.00,Afternoon,Furnace_6,Gas,Borosilicate,146.88,2650.21,1540.9,2.52,3.39,24.9,39.0,B,Yes,Electricity,2.66,180.75,2.2,22.3,3173.0
927,08-02-2023 15.00,Night,Furnace_2,Electric,Lead,70.57,1809.33,1434.0,1.59,4.24,17.7,18.0,B,No,Natural Gas,8.0,64.08,4.09,14.3,994.16
928,08-02-2023 16.00,Morning,Furnace_8,Gas,Borosilicate,53.38,870.92,1617.8,39.7,1.15,37.1,52.0,C,Yes,Electricity,6.02,109.66,2.65,8.9,556.93
929,08-02-2023 17.00,Night,Furnace_6,Electric,Lead,179.83,2830.11,1412.6,1.27,0.15,33.5,80.0,A,No,Natural Gas,8.34,151.03,0.73,21.4,277.37
930,08-02-2023 18.00,Afternoon,Furnace_6,Hybrid,Borosilicate,135.26,2793.5,1673.3,2.19,4.72,25.2,63.0,C,No,Electricity,3.92,42.93,0.33,9.0,508.13
931,08-02-2023 19.00,Night,Furnace_6,Gas,Borosilicate,29.2,2913.91,1560.6,1.15,4.26,20.7,4.0,B,No,Electricity,12.33,157.65,4.84,18.3,845.06
932,08-02-2023 20.00,Night,Furnace_8,Hybrid,Soda-lime,48.49,4991.31,1506.0,3.81,3.11,25.5,37.0,B,Yes,Natural Gas,11.91,104.12,6.98,24.0,420.38
933,08-02-2023 21.00,Morning,Furnace_3,Electric,Lead,193.52,3472.41,1475.7,2.3,3.33,33.0,79.0,A,No,Natural Gas,9.88,84.22,2.69,10.7,977.37
934,08-02-2023 22.00,Morning,Furnace_8,Gas,Lead,100.24,1854.17,1460.3,3.39,4.97,24.4,57.0,A,No,Natural Gas,13.2,127.54,2.56,8.2,134.48
935,08-02-2023 23.00,Night,Furnace_6,Electric,Borosilicate,177.23,4427.59,1554.2,1.16,3.98,24.3,1.0,B,Yes,Natural Gas,7.0,149.69,2.08,10.4,564.095
936,09-02-2023 0.00,Night,Furnace_8,Electric,Borosilicate,41.88,4069.53,1612.2,2.72,0.54,31.3,52.0,B,Yes,Natural Gas,6.44,60.44,3.4,16.35,905.0
937,09-02-2023 1.00,Night,Furnace_10,Hybrid,Soda-lime,57.4,4454.26,16143.0,2.03,0.76,27.7,19.0,B,No,Electricity,9.19,191.42,2.34,23.5,355.01
938,09-02-2023 2.00,Morning,Furnace_2,Gas,Lead,113.10499999999999,4998.33,1552.6,1.72,1.57,27.5,39.0,A,No,Natural Gas,14.42,176.84,8.97,8.7,896.38
939,09-02-2023 3.00,Morning,Furnace_1,Gas,Soda-lime,98.77,2900.85,1671.6,1.11,0.58,30.9,39.0,B,Yes,Natural Gas,4.11,85.21,4.83,17.0,331.88
940,09-02-2023 4.00,Morning,Furnace_7,Hybrid,Borosilicate,75.66,4130.82,1523.3,3.93,4.43,39.5,11.0,A,No,Electricity,8.99,148.0,0.14,14.3,634.14
941,09-02-2023 5.00,Afternoon,Furnace_8,Hybrid,Soda-lime,47.2,1978.83,1552.6,1.33,3.86,38.8,41.0,B,No,Electricity,4.66,48.31,8.07,18.4,515.26
942,09-02-2023 6.00,Night,Furnace_5,Hybrid,Soda-lime,141.41,4173.51,1665.1,3.73,2.16,30.4,40.0,A,No,Electricity,8.2,121.26,1.42,22.0,835.58
943,09-02-2023 7.00,Morning,Furnace_5,Electric,Borosilicate,48.13,4960.78,1497.3,2.41,1.68,38.7,11.0,C,Yes,Electricity,8.36,138.16,9.23,22.2,707.97
944,09-02-2023 8.00,Morning,Furnace_10,Electric,Lead,190.46,4066.07,1562.7,1.07,0.98,38.7,73.0,A,No,Natural Gas,10.23,78.49,6.66,15.9,289.14
945,09-02-2023 9.00,Morning,Furnace_2,Hybrid,Lead,168.64,2968.84,1494.5,2.47,3.07,30.2,80.0,B,No,Natural Gas,12.4,116.245,0.4,16.35,720.7
946,09-02-2023 10.00,Morning,Furnace_7,Gas,Soda-lime,117.31,3638.18,1508.9,0.76,1.35,18.0,12.0,B,No,Natural Gas,8.54,138.74,5.24,16.9,661.87
947,09-02-2023 11.00,Afternoon,Furnace_3,Hybrid,Lead,113.10499999999999,4517.66,1552.6,1.67,3.85,33.7,15.0,C,Yes,Natural Gas,8.12,47.71,2.31,23.7,951.42
948,09-02-2023 12.00,Night,Furnace_4,Hybrid,Soda-lime,79.14,4778.77,1646.3,3.51,0.19,21.7,36.0,C,No,Electricity,13.05,139.05,1.68,22.8,948.23
949,09-02-2023 13.00,Night,Furnace_3,Hybrid,Soda-lime,99.83,4510.56,1492.5,2.85,1.51,27.5,15.0,C,Yes,Natural Gas,9.56,68.97,3.5,11.0,859.51
950,09-02-2023 14.00,Afternoon,Furnace_6,Gas,Lead,68.69,3080.19,1427.6,3.32,1.89,37.1,35.0,A,No,Natural Gas,14.87,88.92,2.35,19.7,689.32
951,09-02-2023 15.00,Afternoon,Furnace_8,Hybrid,Borosilicate,146.43,2435.36,1533.3,2.57,3.49,15.2,37.0,C,No,Natural Gas,14.1,89.56,9.46,10.5,400.01
952,09-02-2023 16.00,Afternoon,Furnace_3,Gas,Lead,140.67,1453.53,1679.7,2.23,0.29,20.1,29.0,A,Yes,Natural Gas,108.6,457.8,4.34,19.6,677.04
953,09-02-2023 17.00,Night,Furnace_6,Hybrid,Soda-lime,122.26,825.84,1411.2,2.62,2.46,21.3,72.0,A,No,Natural Gas,9.42,121.21,5.47,13.3,391.35
954,09-02-2023 18.00,Afternoon,Furnace_2,Hybrid,Lead,73.49,3672.26,1585.3,1.66,3.47,27.5,56.0,B,Yes,Electricity,3.18,1382.5,6.05,21.9,534.98
955,09-02-2023 19.00,Afternoon,Furnace_4,Gas,Lead,48.47,1077.12,1555.5,2.33,1.81,28.1,80.0,C,Yes,Natural Gas,2.21,174.68,8.44,16.35,585.08
956,09-02-2023 20.00,Afternoon,Furnace_6,Hybrid,Lead,61.02,1023.06,1432.5,3.95,3.99,27.5,36.0,B,No,Natural Gas,8.69,65.34,2.31,8.4,196.78
957,09-02-2023 21.00,Night,Furnace_3,Electric,Soda-lime,170.05,3412.57,1631.5,3.33,4.26,307.0,58.0,A,Yes,Natural Gas,10.81,177.18,2.18,11.6,703.42
958,09-02-2023 22.00,Afternoon,Furnace_10,Electric,Borosilicate,31.22,4313.11,1457.2,2.95,4.11,30.6,17.0,A,No,Electricity,9.21,62.54,6.97,19.4,135.07
959,09-02-2023 23.00,Night,Furnace_8,Gas,Borosilicate,127.62,3769.86,1559.3,2.32,3.48,33.4,24.0,B,Yes,Electricity,9.49,125.78,2.45,16.0,943.07
960,10-02-2023 0.00,Morning,Furnace_10,Gas,Soda-lime,87.45,678.08,1552.5,3.7,1.46,38.5,46.0,C,Yes,Natural Gas,5.04,116.245,3.14,188.0,976.6
961,10-02-2023 1.00,Night,Furnace_1,Electric,Borosilicate,117.28,4594.49,1413.0,3.63,2.1,15.4,26.0,C,No,Electricity,8.69,52.17,0.2,9.9,564.095
962,10-02-2023 2.00,Afternoon,Furnace_8,Electric,Soda-lime,49.0,1689.46,1525.4,2.93,1.8,30.8,69.0,C,Yes,Natural Gas,12.87,141.79,6.18,10.2,556.94
963,10-02-2023 3.00,Afternoon,Furnace_5,Gas,Soda-lime,89.99,38208.8,1529.4,3.83,4.31,18.0,35.0,A,No,Electricity,10.11,126.53,2.0,21.7,424.13
964,10-02-2023 4.00,Afternoon,Furnace_6,Hybrid,Lead,178.53,1694.86,1552.6,3.98,1.36,23.8,43.0,A,No,Natural Gas,7.91,49.46,4.93,8.4,857.35
965,10-02-2023 5.00,Night,Furnace_9,Gas,Soda-lime,127.87,3632.78,1590.8,3.21,3.88,37.6,28.0,C,Yes,Natural Gas,2.55,116.245,7.93,23.1,914.2
966,10-02-2023 6.00,Afternoon,Furnace_2,Gas,Borosilicate,109.69,2728.62,1434.0,2.54,0.79,34.1,42.0,A,Yes,Natural Gas,4.67,1473.0,0.56,9.4,798.82
967,10-02-2023 7.00,Afternoon,Furnace_7,Gas,Lead,185.81,2913.91,1458.1,1.72,4.04,37.8,44.0,B,Yes,Natural Gas,8.23,92.39,7.51,16.35,525.11
968,10-02-2023 8.00,Night,Furnace_10,Electric,Borosilicate,126.99,3369.61,1554.9,2.04,0.64,20.5,14.0,C,Yes,Natural Gas,2.73,143.51,1.78,16.35,246.28
969,10-02-2023 9.00,Afternoon,Furnace_9,Hybrid,Soda-lime,63.9,4719.83,1498.6,3.73,2.06,35.0,17.0,B,Yes,Natural Gas,8.84,181.69,2.34,8.7,406.56
970,10-02-2023 10.00,Night,Furnace_1,Electric,Soda-lime,80.42,3740.18,1670.2,3.63,2.97,25.3,22.0,B,Yes,Natural Gas,2.2,54.0,1.8,15.5,660.65
971,10-02-2023 11.00,Morning,Furnace_5,Electric,Soda-lime,197.74,1501.28,1401.8,2.33,1.34,22.4,11.0,C,Yes,Natural Gas,4.49,126.34,5.53,18.1,564.095
972,10-02-2023 12.00,Afternoon,Furnace_1,Hybrid,Borosilicate,75.59,3856.97,1412.5,2.5,4.46,20.4,31.0,C,No,Electricity,14.87,70.16,6.69,17.2,741.66
973,10-02-2023 13.00,Night,Furnace_5,Electric,Lead,113.10499999999999,3709.0,1681.4,2.83,0.1,23.4,10.0,B,No,Natural Gas,8.69,52.2,2.11,17.6,151.34
974,10-02-2023 14.00,Morning,Furnace_4,Gas,Soda-lime,113.10499999999999,1216.06,1549.2,3.76,1.73,18.6,78.0,C,Yes,Electricity,12.28,48.58,6.99,15.3,787.13
975,10-02-2023 15.00,Night,Furnace_2,Electric,Borosilicate,78.26,4776.41,1593.9,3.34,3.15,17.7,37.0,A,Yes,Natural Gas,8.69,116.245,1.76,8.9,623.56
976,10-02-2023 16.00,Afternoon,Furnace_9,Hybrid,Soda-lime,174.98,2148.18,1438.9,27.1,4.69,19.5,15.0,C,Yes,Natural Gas,8.11,51.57,4.84,20.9,674.54
977,10-02-2023 17.00,Night,Furnace_2,Gas,Borosilicate,48.17,1567.78,1512.7,2.95,1.48,29.4,6.0,A,Yes,Natural Gas,8.69,187.58,1.05,22.0,617.51
978,10-02-2023 18.00,Afternoon,Furnace_10,Gas,Borosilicate,124.99,3827.08,1628.5,1.48,0.02,16.4,22.0,A,No,Natural Gas,13.14,107.19,1.42,18.7,990.03
979,10-02-2023 19.00,Morning,Furnace_8,Electric,Borosilicate,161.67,3667.32,1568.6,0.72,2.15,17.0,63.0,C,Yes,Electricity,10.68,178.55,7.17,22.6,276.28
980,10-02-2023 20.00,Night,Furnace_9,Gas,Lead,891.6,3836.52,1552.6,0.78,1.65,37.6,39.0,C,No,Natural Gas,7.73,40.15,5.02,16.35,791.51
981,10-02-2023 21.00,Morning,Furnace_5,Electric,Soda-lime,155.83,2639.39,1563.1,3.25,2.68,34.8,34.0,C,Yes,Natural Gas,3.0,177.05,4.67,16.4,695.27
982,10-02-2023 22.00,Night,Furnace_5,Hybrid,Borosilicate,136.76,1990.04,1490.7,1.03,1.05,18.0,14.0,B,Yes,Natural Gas,4.07,41.53,6.5,23.4,850.89
983,10-02-2023 23.00,Afternoon,Furnace_10,Electric,Soda-lime,132.72,2913.91,1552.6,2.99,4.93,39.4,3.0,B,No,Electricity,12.02,194.67,5.77,10.9,304.58
984,11-02-2023 0.00,Morning,Furnace_7,Electric,Borosilicate,77.59,2830.1,1583.1,0.63,2.615,24.4,63.0,C,No,Natural Gas,11.66,153.93,2.73,14.8,515.81
985,11-02-2023 1.00,Morning,Furnace_4,Hybrid,Borosilicate,55.21,4202.45,1570.0,3.54,3.64,15.2,3.0,A,Yes,Electricity,4.23,116.245,3.24,21.6,242.99
986,11-02-2023 2.00,Night,Furnace_7,Hybrid,Lead,113.10499999999999,4885.39,1552.6,2.16,3.37,27.7,66.0,B,No,Electricity,13.4,116.245,2.11,18.0,180.02
987,11-02-2023 3.00,Night,Furnace_8,Electric,Borosilicate,185.18,3105.7,1424.2,2.48,1.6,15.1,63.0,A,No,Natural Gas,13.93,190.09,1.63,23.5,564.095
988,11-02-2023 4.00,Night,Furnace_8,Electric,Soda-lime,167.36,3259.72,1448.3,3.32,2.33,18.5,35.0,C,Yes,Electricity,13.88,164.52,4.84,16.6,160.7
989,11-02-2023 5.00,Night,Furnace_4,Gas,Borosilicate,183.12,612.35,1545.9,3.31,1.15,29.2,43.0,B,No,Natural Gas,6.42,194.43,5.78,11.6,938.79
990,11-02-2023 6.00,Night,Furnace_8,Gas,Soda-lime,28.18,4821.05,1457.0,1.02,2.615,35.7,77.0,B,No,Natural Gas,4.16,98.25,7.62,23.6,562.53
991,11-02-2023 7.00,Afternoon,Furnace_5,Hybrid,Soda-lime,163.27,3920.02,1641.4,1.86,1.77,19.2,6.0,C,Yes,Electricity,13.16,180.49,1.52,13.2,772.29
992,11-02-2023 8.00,Morning,Furnace_2,Gas,Borosilicate,167.1,1568.99,1420.5,1.64,3.02,24.7,6.0,A,Yes,Electricity,13.59,161.56,9.03,11.3,496.79
993,11-02-2023 9.00,Afternoon,Furnace_3,Electric,Borosilicate,117.13,3717.34,1552.6,3.67,3.53,15.3,49.0,C,Yes,Electricity,5.98,32.3,4.43,10.9,329.69
994,11-02-2023 10.00,Night,Furnace_8,Gas,Borosilicate,44.85,4569.79,1552.6,1.62,0.37,30.8,53.0,B,Yes,Natural Gas,11.92,169.57,5.12,22.8,664.11
995,11-02-2023 11.00,Afternoon,Furnace_1,Electric,Borosilicate,99.97,952.61,1540.3,2.02,0.17,32.2,39.0,C,Yes,Electricity,11.73,197.89,9.1,11.9,916.04
996,11-02-2023 12.00,Night,Furnace_10,Gas,Lead,24.38,4561.59,1413.5,2.27,0.33,38.2,22.0,C,No,Electricity,12.89,174.79,2.02,16.35,614.99
997,11-02-2023 13.00,Night,Furnace_7,Electric,Borosilicate,169.78,2291.86,1531.4,2.56,1.59,39.4,39.0,B,Yes,Natural Gas,11.5,31.21,6.18,18.1,926.4
